,URL,pages,description,prix
4300,https://www.zoopla.co.uk//for-sale/details/54085708?search_identifier=c896488009676d2754e19f5d80e08912,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=44,Property for sale,110000.0
3418,https://www.zoopla.co.uk//new-homes/details/54121460?search_identifier=9dc7c865aa4092bf72c6a483b1191463,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=35,1 bed flat for sale,110000.0
3419,https://www.zoopla.co.uk//new-homes/details/54102318?search_identifier=9dc7c865aa4092bf72c6a483b1191463,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=35,1 bed flat for sale,110000.0
2494,https://www.zoopla.co.uk//new-homes/details/54119470?search_identifier=bd268dfed7c29988402539b9a6ce422b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=25,1 bed flat for sale,110625.0
520,https://www.zoopla.co.uk//new-homes/details/54157489?search_identifier=c4c4522d09a4180e525e6a6b5efe62e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=6,1 bed flat for sale,112000.0
7791,https://www.zoopla.co.uk//new-homes/details/54006948?search_identifier=ab3619dd29cee0ad1e842a39f75fb611,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=78,2 bed flat for sale,112500.0
7795,https://www.zoopla.co.uk//new-homes/details/54006815?search_identifier=ab3619dd29cee0ad1e842a39f75fb611,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=78,2 bed flat for sale,112500.0
8833,https://www.zoopla.co.uk//new-homes/details/53985836?search_identifier=a49d84a76d51c91593b6c41cc23a59fb,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=89,2 bed flat for sale,112500.0
8832,https://www.zoopla.co.uk//new-homes/details/53985837?search_identifier=a49d84a76d51c91593b6c41cc23a59fb,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=89,2 bed flat for sale,113750.0
8790,https://www.zoopla.co.uk//new-homes/details/53987644?search_identifier=bc580ae5322c677e87215cf5ebf4d761,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=88,2 bed flat for sale,113750.0
8516,https://www.zoopla.co.uk//for-sale/details/53993106?search_identifier=5f35bcae69a3ad3db52097326a52c397,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=86,1 bed flat for sale,115000.0
8515,https://www.zoopla.co.uk//for-sale/details/53993105?search_identifier=5f35bcae69a3ad3db52097326a52c397,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=86,1 bed flat for sale,115000.0
4051,https://www.zoopla.co.uk//for-sale/details/54091347?search_identifier=7a8541b13a993b61d4666d1416e42352,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=41,Studio for sale,115000.0
5966,https://www.zoopla.co.uk//for-sale/details/54050650?search_identifier=9c41cec468fb72b3675f3898119552c5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=60,1 bed flat for sale,117000.0
8556,https://www.zoopla.co.uk//for-sale/details/53992661?search_identifier=5f35bcae69a3ad3db52097326a52c397,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=86,2 bed flat for sale,118500.0
2597,https://www.zoopla.co.uk//new-homes/details/54116793?search_identifier=c7f699d8dc072d33fa2bb65cbe563ec6,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=26,1 bed flat for sale,119995.0
2715,https://www.zoopla.co.uk//new-homes/details/54114847?search_identifier=aead6369aaf688945fcc6ca2557d2b20,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=28,1 bed flat for sale,119995.0
2727,https://www.zoopla.co.uk//new-homes/details/54114667?search_identifier=aead6369aaf688945fcc6ca2557d2b20,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=28,1 bed flat for sale,119995.0
4566,https://www.zoopla.co.uk//for-sale/details/54078650?search_identifier=cf88198ac198078c89cdfd0b11a6cb2a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=46,2 bed flat for sale,120000.0
5904,https://www.zoopla.co.uk//for-sale/details/54051068?search_identifier=9c41cec468fb72b3675f3898119552c5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=60,3 bed property for sale,120000.0
4525,https://www.zoopla.co.uk//for-sale/details/54079495?search_identifier=cf88198ac198078c89cdfd0b11a6cb2a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=46,2 bed flat for sale,120000.0
1514,https://www.zoopla.co.uk//for-sale/details/51183815?search_identifier=741597e526e0bc932b16b74bb1c9f5e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=16,1 bed flat for sale,120000.0
8142,https://www.zoopla.co.uk//for-sale/details/48719235?search_identifier=33b8af2a447234140f52656b515923c3,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=82,1 bed property for sale,120000.0
8448,https://www.zoopla.co.uk//for-sale/details/53993916?search_identifier=b2922a150ccef682e4c96f0219cdcb5b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=85,2 bed flat for sale,120000.0
276,https://www.zoopla.co.uk//for-sale/details/54162146?search_identifier=4f4aae62b53cd91ca1efde5d676306f8,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=3,1 bed flat for sale,120000.0
8803,https://www.zoopla.co.uk//new-homes/details/52854646?search_identifier=a49d84a76d51c91593b6c41cc23a59fb,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=89,1 bed flat for sale,121250.0
4052,https://www.zoopla.co.uk//new-homes/details/54091339?search_identifier=7a8541b13a993b61d4666d1416e42352,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=41,3 bed flat for sale,121250.0
1057,https://www.zoopla.co.uk//new-homes/details/54147905?search_identifier=fe807ecfbac015f02352bddcb4d44f93,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=11,3 bed flat for sale,121250.0
4062,https://www.zoopla.co.uk//new-homes/details/54091261?search_identifier=7a8541b13a993b61d4666d1416e42352,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=41,3 bed flat for sale,121875.0
5529,https://www.zoopla.co.uk//new-homes/details/54062675?search_identifier=0f534732f0d135b685a7958232c25b5b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=56,2 bed flat for sale,123750.0
2251,https://www.zoopla.co.uk//for-sale/details/54124191?search_identifier=7855bd28b4f8269093228e149b31c366,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=23,2 bed flat for sale,124000.0
4523,https://www.zoopla.co.uk//for-sale/details/54079499?search_identifier=cf88198ac198078c89cdfd0b11a6cb2a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=46,3 bed flat for sale,124375.0
1369,https://www.zoopla.co.uk//new-homes/details/54141423?search_identifier=3cfe3f584c71cef3e322c075eb10e2e9,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=14,2 bed flat for sale,124500.0
8984,https://www.zoopla.co.uk//for-sale/details/53980419?search_identifier=ae7571eb27cdceacec80290edf19116a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=90,2 bed property for sale,125000.0
4550,https://www.zoopla.co.uk//for-sale/details/54078840?search_identifier=cf88198ac198078c89cdfd0b11a6cb2a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=46,Studio for sale,125000.0
5880,https://www.zoopla.co.uk//for-sale/details/54051096?search_identifier=ca956d7ec04f4b458c9a511e740b8e3a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=59,2 bed flat for sale,125000.0
5319,https://www.zoopla.co.uk//new-homes/details/54066208?search_identifier=c410247bdd38ccbe0830fbc10e9adda2,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=54,2 bed flat for sale,125000.0
4619,https://www.zoopla.co.uk//for-sale/details/54077903?search_identifier=572b0c58279461dfb83c64c7bb4df3f5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=47,Studio for sale,125000.0
9420,https://www.zoopla.co.uk//for-sale/details/53971896?search_identifier=1a3942ffe12dfa0a8f1ae730191f6c97,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=95,1 bed flat for sale,125000.0
5910,https://www.zoopla.co.uk//for-sale/details/54051045?search_identifier=9c41cec468fb72b3675f3898119552c5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=60,Studio for sale,125000.0
7607,https://www.zoopla.co.uk//for-sale/details/54010851?search_identifier=90c7d4111554be06a8cc1d4a52a2a993,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=77,2 bed flat for sale,125000.0
4725,https://www.zoopla.co.uk//for-sale/details/54076654?search_identifier=cddf4390077aadc405d46f0373930128,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=48,Studio for sale,125000.0
3475,https://www.zoopla.co.uk//for-sale/details/54101650?search_identifier=9dc7c865aa4092bf72c6a483b1191463,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=35,2 bed flat for sale,125000.0
8533,https://www.zoopla.co.uk//for-sale/details/53992904?search_identifier=5f35bcae69a3ad3db52097326a52c397,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=86,1 bed flat for sale,126000.0
8461,https://www.zoopla.co.uk//for-sale/details/53993785?search_identifier=b2922a150ccef682e4c96f0219cdcb5b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=85,2 bed flat for sale,126000.0
3487,https://www.zoopla.co.uk//new-homes/details/54101545?search_identifier=9dc7c865aa4092bf72c6a483b1191463,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=35,1 bed flat for sale,126250.0
6029,https://www.zoopla.co.uk//new-homes/details/54048318?search_identifier=4876615b882bf2091218b8a36db316a9,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=61,2 bed flat for sale,127500.0
7866,https://www.zoopla.co.uk//for-sale/details/54005624?search_identifier=b2cba6063ea22c7a60103115a1c89a1e,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=79,2 bed flat for sale,127500.0
7296,https://www.zoopla.co.uk//for-sale/details/54018556?search_identifier=7ea405110a39dd30499c50861ac2b968,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=73,2 bed flat for sale,127500.0
8554,https://www.zoopla.co.uk//for-sale/details/53992668?search_identifier=5f35bcae69a3ad3db52097326a52c397,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=86,1 bed flat for sale,128000.0
7769,https://www.zoopla.co.uk//for-sale/details/54007386?search_identifier=ab3619dd29cee0ad1e842a39f75fb611,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=78,1 bed flat for sale,129500.0
3582,https://www.zoopla.co.uk//for-sale/details/54098922?search_identifier=4ca3ac5f42f9829a770bdf952ab50893,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=36,Parking/garage for sale,129950.0
711,https://www.zoopla.co.uk//for-sale/details/54153762?search_identifier=b76c80d2603f19c8f29aeb2044a454fd,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=8,Property for sale,130000.0
104,https://www.zoopla.co.uk//for-sale/details/54165445?search_identifier=da4a7aa09a3e8961feb0847e3012d9d8,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=2,1 bed flat for sale,130000.0
9156,https://www.zoopla.co.uk//for-sale/details/53977952?search_identifier=fa9bb80b9e735581213c71171a2eb876,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=92,1 bed flat for sale,130000.0
9705,https://www.zoopla.co.uk//for-sale/details/53965728?search_identifier=8fbaba4bb000c1682feb6a45a150501f,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=98,1 bed flat for sale,131250.0
508,https://www.zoopla.co.uk//new-homes/details/54157627?search_identifier=c4c4522d09a4180e525e6a6b5efe62e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=6,2 bed flat for sale,131250.0
507,https://www.zoopla.co.uk//new-homes/details/54157634?search_identifier=c4c4522d09a4180e525e6a6b5efe62e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=6,2 bed flat for sale,131250.0
2516,https://www.zoopla.co.uk//new-homes/details/54119124?search_identifier=c7f699d8dc072d33fa2bb65cbe563ec6,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=26,2 bed flat for sale,131250.0
509,https://www.zoopla.co.uk//new-homes/details/54157617?search_identifier=c4c4522d09a4180e525e6a6b5efe62e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=6,2 bed flat for sale,132750.0
9991,https://www.zoopla.co.uk//new-homes/details/53958750?search_identifier=0650b4e1c619fcf5b85dd66fbc73cdce,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=100,3 bed flat for sale,134500.0
1564,https://www.zoopla.co.uk//for-sale/details/54138964?search_identifier=741597e526e0bc932b16b74bb1c9f5e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=16,Studio for sale,134950.0
