,URL,pages,description,prix,Enchère ou vente,Frais sans enchère
3040,https://www.zoopla.co.uk//for-sale/details/54114494?search_identifier=ae19cf55e1b8f615f85bc82ca1b01fb1,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=31,2 bed semi-detached house for sale,330000.0,vente,NA
4981,https://www.zoopla.co.uk//for-sale/details/54076877?search_identifier=238a937a86f4d76a7dc6f3df0d7bb5a0,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=50,1 bed flat for sale,330000.0,vente,NA
7458,https://www.zoopla.co.uk//for-sale/details/54020118?search_identifier=81fa998cf134b141e2ec03ae9c4eb103,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=75,1 bed flat for sale,330000.0,vente,NA
9838,https://www.zoopla.co.uk//new-homes/details/53967661?search_identifier=eb10c86a852c21db7d578db593287267,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=99,1 bed flat for sale,330000.0,vente,NA
760,https://www.zoopla.co.uk//for-sale/details/54159250?search_identifier=b76c80d2603f19c8f29aeb2044a454fd,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=8,3 bed flat for sale,330000.0,vente,NA
7784,https://www.zoopla.co.uk//for-sale/details/52617398?search_identifier=ab3619dd29cee0ad1e842a39f75fb611,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=78,1 bed flat for sale,330000.0,vente,NA
7866,https://www.zoopla.co.uk//for-sale/details/52865286?search_identifier=b2cba6063ea22c7a60103115a1c89a1e,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=79,1 bed flat for sale,330000.0,vente,NA
4418,https://www.zoopla.co.uk//for-sale/details/54090272?search_identifier=67ba0911be9c61924e653e74da3148eb,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=45,2 bed flat for sale,330000.0,vente,NA
801,https://www.zoopla.co.uk//for-sale/details/28444679?search_identifier=53e48c5723f36dcf12d90e69a71ff408,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=9,2 bed flat for sale,330000.0,vente,NA
337,https://www.zoopla.co.uk//for-sale/details/51918458?search_identifier=3ffddd95675a599ff5ad36a8a9913c84,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=4,2 bed flat for sale,330000.0,vente,NA
1576,https://www.zoopla.co.uk//for-sale/details/54143737?search_identifier=741597e526e0bc932b16b74bb1c9f5e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=16,3 bed terraced house for sale,330000.0,vente,NA
6773,https://www.zoopla.co.uk//for-sale/details/54035282?search_identifier=71875a417683f11ff7d7eefc45d4e42c,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=68,2 bed flat for sale,330000.0,vente,NA
1912,https://www.zoopla.co.uk//for-sale/details/54138362?search_identifier=0cb778de590597a515574175c255df80,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=20,2 bed end terrace house for sale,330000.0,vente,NA
7140,https://www.zoopla.co.uk//for-sale/details/54027689?search_identifier=3559a321ded243157189dcbe56388e71,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=72,3 bed flat for sale,330000.0,vente,NA
1324,https://www.zoopla.co.uk//for-sale/details/54148523?search_identifier=3cfe3f584c71cef3e322c075eb10e2e9,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=14,2 bed bungalow for sale,330000.0,vente,NA
2877,https://www.zoopla.co.uk//for-sale/details/54117832?search_identifier=1768e58e3707f3b23fb796f0ef9ce5bb,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=29,2 bed end terrace house for sale,330000.0,vente,NA
6356,https://www.zoopla.co.uk//new-homes/details/54047047?search_identifier=f490103197de394e17cb927473b3767d,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=64,Studio for sale,330000.0,vente,NA
6997,https://www.zoopla.co.uk//for-sale/details/54030074?search_identifier=b4c3dbcd616bf46f8c93e6328d143367,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=70,3 bed end terrace house for sale,330000.0,Enchères,NA
1563,https://www.zoopla.co.uk//for-sale/details/54143995?search_identifier=741597e526e0bc932b16b74bb1c9f5e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=16,4 bed end terrace house for sale,330500.0,vente,NA
307,https://www.zoopla.co.uk//for-sale/details/54166899?search_identifier=3ffddd95675a599ff5ad36a8a9913c84,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=4,3 bed end terrace house for sale,330500.0,vente,NA
4480,https://www.zoopla.co.uk//for-sale/details/54076398?search_identifier=67ba0911be9c61924e653e74da3148eb,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=45,Studio for sale,332500.0,vente,NA
9781,https://www.zoopla.co.uk//new-homes/details/53969756?search_identifier=8fbaba4bb000c1682feb6a45a150501f,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=98,1 bed maisonette for sale,335000.0,vente,NA
7691,https://www.zoopla.co.uk//for-sale/details/54015737?search_identifier=90c7d4111554be06a8cc1d4a52a2a993,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=77,1 bed flat for sale,335000.0,vente,NA
3558,https://www.zoopla.co.uk//for-sale/details/54104484?search_identifier=4ca3ac5f42f9829a770bdf952ab50893,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=36,Studio for sale,335000.0,vente,NA
5683,https://www.zoopla.co.uk//for-sale/details/54064118?search_identifier=a1c48676b0bfa0cd1b3eb1e8b018ffdd,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=57,2 bed flat for sale,335000.0,vente,NA
3471,https://www.zoopla.co.uk//for-sale/details/54106218?search_identifier=9dc7c865aa4092bf72c6a483b1191463,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=35,1 bed flat for sale,335000.0,vente,NA
4313,https://www.zoopla.co.uk//for-sale/details/54091518?search_identifier=c896488009676d2754e19f5d80e08912,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=44,2 bed flat for sale,335000.0,vente,NA
3465,https://www.zoopla.co.uk//for-sale/details/54106269?search_identifier=9dc7c865aa4092bf72c6a483b1191463,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=35,1 bed flat for sale,335000.0,vente,NA
6766,https://www.zoopla.co.uk//for-sale/details/54035421?search_identifier=71875a417683f11ff7d7eefc45d4e42c,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=68,2 bed terraced house for sale,335000.0,vente,NA
2642,https://www.zoopla.co.uk//for-sale/details/54121511?search_identifier=b2405fab13ec430939762f5907ff3366,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=27,1 bed flat for sale,335000.0,vente,NA
9085,https://www.zoopla.co.uk//for-sale/details/36379390?search_identifier=89032ca41787a980b71dc0421fe84f6e,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=91,2 bed flat for sale,335000.0,vente,NA
3851,https://www.zoopla.co.uk//new-homes/details/54098999?search_identifier=821909f7980636a44357a204c6cd4dde,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=39,2 bed flat for sale,335000.0,vente,NA
371,https://www.zoopla.co.uk//new-homes/details/54165944?search_identifier=3ffddd95675a599ff5ad36a8a9913c84,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=4,1 bed flat for sale,335000.0,vente,NA
5954,https://www.zoopla.co.uk//for-sale/details/54056184?search_identifier=9c41cec468fb72b3675f3898119552c5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=60,2 bed flat for sale,335000.0,vente,NA
5941,https://www.zoopla.co.uk//for-sale/details/54056428?search_identifier=9c41cec468fb72b3675f3898119552c5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=60,1 bed flat for sale,335000.0,vente,NA
4477,https://www.zoopla.co.uk//for-sale/details/54089224?search_identifier=67ba0911be9c61924e653e74da3148eb,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=45,1 bed flat for sale,335000.0,vente,NA
8277,https://www.zoopla.co.uk//for-sale/details/54002639?search_identifier=f327b53a9fc4ed692076843b7ed28cb9,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=83,2 bed terraced house for sale,335000.0,vente,NA
239,https://www.zoopla.co.uk//for-sale/details/54166903?search_identifier=4f4aae62b53cd91ca1efde5d676306f8,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=3,2 bed flat for sale,335000.0,vente,NA
1779,https://www.zoopla.co.uk//for-sale/details/54140085?search_identifier=c8eff9ff1a3aecce5a182c764ac10624,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=18,3 bed end terrace house for sale,335000.0,vente,NA
9422,https://www.zoopla.co.uk//for-sale/details/53976178?search_identifier=1a3942ffe12dfa0a8f1ae730191f6c97,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=95,1 bed flat for sale,335000.0,vente,NA
6488,https://www.zoopla.co.uk//new-homes/details/54044697?search_identifier=ba2b605830fffdb4450f724cb82c2b94,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=65,1 bed flat for sale,335000.0,vente,NA
3413,https://www.zoopla.co.uk//for-sale/details/54107297?search_identifier=9dc7c865aa4092bf72c6a483b1191463,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=35,1 bed flat for sale,335000.0,vente,NA
7482,https://www.zoopla.co.uk//for-sale/details/54019588?search_identifier=81fa998cf134b141e2ec03ae9c4eb103,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=75,4 bed town house for sale,335000.0,vente,NA
9081,https://www.zoopla.co.uk//for-sale/details/53985470?search_identifier=89032ca41787a980b71dc0421fe84f6e,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=91,3 bed end terrace house for sale,335000.0,vente,NA
5630,https://www.zoopla.co.uk//for-sale/details/54065323?search_identifier=a1c48676b0bfa0cd1b3eb1e8b018ffdd,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=57,1 bed terraced house for sale,335000.0,vente,NA
7072,https://www.zoopla.co.uk//new-homes/details/54028902?search_identifier=e9b573906f5159600ce7762f3637082a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=71,1 bed flat for sale,335000.0,vente,NA
8744,https://www.zoopla.co.uk//for-sale/details/53993128?search_identifier=bc580ae5322c677e87215cf5ebf4d761,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=88,2 bed flat for sale,335000.0,vente,NA
647,https://www.zoopla.co.uk//new-homes/details/54161492?search_identifier=7628ff5369be1389d7c928a9eb4c75d1,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=7,Studio for sale,335000.0,vente,NA
4883,https://www.zoopla.co.uk//for-sale/details/54078148?search_identifier=6e021a797919b125b060dfed191d21b4,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=49,3 bed flat for sale,335000.0,vente,NA
1953,https://www.zoopla.co.uk//for-sale/details/54137940?search_identifier=0cb778de590597a515574175c255df80,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=20,3 bed end terrace house for sale,335000.0,vente,NA
7561,https://www.zoopla.co.uk//for-sale/details/49702728?search_identifier=39aa78fa1b8597596b773a636dceb381,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=76,1 bed flat for sale,335000.0,vente,NA
7559,https://www.zoopla.co.uk//for-sale/details/54018129?search_identifier=39aa78fa1b8597596b773a636dceb381,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=76,1 bed flat for sale,335000.0,vente,NA
4595,https://www.zoopla.co.uk//for-sale/details/54085400?search_identifier=cf88198ac198078c89cdfd0b11a6cb2a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=46,2 bed duplex for sale,335000.0,vente,NA
921,https://www.zoopla.co.uk//for-sale/details/54155602?search_identifier=40eb412b77e323cbd846caf27f840b62,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=10,1 bed flat for sale,335000.0,vente,NA
967,https://www.zoopla.co.uk//for-sale/details/54154890?search_identifier=40eb412b77e323cbd846caf27f840b62,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=10,2 bed maisonette for sale,335000.0,vente,NA
7318,https://www.zoopla.co.uk//new-homes/details/54023363?search_identifier=97e36b806aa3f20afb0da2980d035075,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=74,2 bed flat for sale,337500.0,vente,NA
8730,https://www.zoopla.co.uk//new-homes/details/53982584?search_identifier=bc580ae5322c677e87215cf5ebf4d761,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=88,1 bed flat for sale,337500.0,vente,NA
4561,https://www.zoopla.co.uk//for-sale/details/54085991?search_identifier=cf88198ac198078c89cdfd0b11a6cb2a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=46,1 bed flat for sale,337500.0,vente,NA
8731,https://www.zoopla.co.uk//new-homes/details/53982585?search_identifier=bc580ae5322c677e87215cf5ebf4d761,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=88,1 bed flat for sale,337500.0,vente,NA
8103,https://www.zoopla.co.uk//for-sale/details/54005698?search_identifier=33b8af2a447234140f52656b515923c3,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=82,1 bed flat for sale,339500.0,vente,NA
