,URL,pages,description,prix,Enchère ou vente,Frais sans enchère
1853,https://www.zoopla.co.uk//for-sale/details/54139320?search_identifier=92c224e336c3061160fdc18c13247ef4,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=19,2 bed flat for sale,849950.0,vente,NA
3695,https://www.zoopla.co.uk//for-sale/details/54102549?search_identifier=e2ef349b8061d18709a6a85a84a6f39c,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=37,4 bed semi-detached house for sale,849950.0,vente,NA
2801,https://www.zoopla.co.uk//new-homes/details/52204532?search_identifier=1768e58e3707f3b23fb796f0ef9ce5bb,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=29,3 bed flat for sale,849950.0,vente,NA
7499,https://www.zoopla.co.uk//for-sale/details/54019315?search_identifier=81fa998cf134b141e2ec03ae9c4eb103,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=75,3 bed property for sale,849950.0,vente,NA
4525,https://www.zoopla.co.uk//new-homes/details/54086793?search_identifier=cf88198ac198078c89cdfd0b11a6cb2a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=46,2 bed flat for sale,849950.0,vente,NA
7152,https://www.zoopla.co.uk//for-sale/details/54027533?search_identifier=3559a321ded243157189dcbe56388e71,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=72,2 bed flat for sale,850000.0,vente,NA
5543,https://www.zoopla.co.uk//for-sale/details/54066899?search_identifier=0f534732f0d135b685a7958232c25b5b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=56,2 bed terraced house for sale,850000.0,vente,NA
4124,https://www.zoopla.co.uk//for-sale/details/54094540?search_identifier=0c7007bf60077d229b892565fe7c0df3,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=42,2 bed flat for sale,850000.0,vente,NA
3086,https://www.zoopla.co.uk//new-homes/details/49150856?search_identifier=ae19cf55e1b8f615f85bc82ca1b01fb1,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=31,3 bed duplex for sale,850000.0,vente,NA
3087,https://www.zoopla.co.uk//new-homes/details/45773769?search_identifier=ae19cf55e1b8f615f85bc82ca1b01fb1,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=31,3 bed flat for sale,850000.0,vente,NA
1458,https://www.zoopla.co.uk//for-sale/details/48957826?search_identifier=b689049719149171b1503742a6e12f89,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=15,3 bed flat for sale,850000.0,vente,NA
4123,https://www.zoopla.co.uk//for-sale/details/54094558?search_identifier=0c7007bf60077d229b892565fe7c0df3,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=42,2 bed flat for sale,850000.0,vente,NA
5572,https://www.zoopla.co.uk//for-sale/details/54066457?search_identifier=0f534732f0d135b685a7958232c25b5b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=56,5 bed bungalow for sale,850000.0,vente,NA
1562,https://www.zoopla.co.uk//new-homes/details/54144000?search_identifier=741597e526e0bc932b16b74bb1c9f5e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=16,2 bed flat for sale,850000.0,vente,NA
6261,https://www.zoopla.co.uk//for-sale/details/54048982?search_identifier=3a76a2eb752c667ddea6c669b3a4288b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=63,2 bed property for sale,850000.0,vente,NA
4678,https://www.zoopla.co.uk//for-sale/details/54081485?search_identifier=572b0c58279461dfb83c64c7bb4df3f5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=47,2 bed flat for sale,850000.0,vente,NA
9109,https://www.zoopla.co.uk//for-sale/details/53983546?search_identifier=fa9bb80b9e735581213c71171a2eb876,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=92,3 bed semi-detached house for sale,850000.0,vente,NA
4546,https://www.zoopla.co.uk//for-sale/details/52602478?search_identifier=cf88198ac198078c89cdfd0b11a6cb2a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=46,2 bed flat for sale,850000.0,vente,NA
9912,https://www.zoopla.co.uk//for-sale/details/53966255?search_identifier=0650b4e1c619fcf5b85dd66fbc73cdce,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=100,1 bed flat for sale,850000.0,vente,NA
6992,https://www.zoopla.co.uk//for-sale/details/54030152?search_identifier=b4c3dbcd616bf46f8c93e6328d143367,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=70,3 bed flat for sale,850000.0,vente,NA
8992,https://www.zoopla.co.uk//for-sale/details/53988898?search_identifier=ae7571eb27cdceacec80290edf19116a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=90,4 bed detached house for sale,850000.0,vente,NA
3272,https://www.zoopla.co.uk//for-sale/details/54110300?search_identifier=5ca92ebc399a151af28b9cfe6a327213,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=33,4 bed property for sale,850000.0,vente,NA
4061,https://www.zoopla.co.uk//for-sale/details/54095181?search_identifier=7a8541b13a993b61d4666d1416e42352,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=41,2 bed flat for sale,850000.0,vente,NA
1535,https://www.zoopla.co.uk//for-sale/details/54144164?search_identifier=741597e526e0bc932b16b74bb1c9f5e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=16,3 bed end terrace house for sale,850000.0,vente,NA
3252,https://www.zoopla.co.uk//for-sale/details/54110642?search_identifier=5ca92ebc399a151af28b9cfe6a327213,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=33,3 bed flat for sale,850000.0,vente,NA
9045,https://www.zoopla.co.uk//for-sale/details/53986039?search_identifier=89032ca41787a980b71dc0421fe84f6e,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=91,2 bed flat for sale,850000.0,vente,NA
4010,https://www.zoopla.co.uk//for-sale/details/54095852?search_identifier=7a8541b13a993b61d4666d1416e42352,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=41,3 bed flat for sale,850000.0,vente,NA
5619,https://www.zoopla.co.uk//for-sale/details/44179699?search_identifier=a1c48676b0bfa0cd1b3eb1e8b018ffdd,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=57,2 bed flat for sale,850000.0,vente,NA
3331,https://www.zoopla.co.uk//for-sale/details/54108506?search_identifier=fa66bf652959bd95b74ac0d613701526,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=34,2 bed flat for sale,850000.0,vente,NA
5135,https://www.zoopla.co.uk//for-sale/details/54074831?search_identifier=8b456d5c332277964b4aeb5cfbc6d9ed,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=52,4 bed detached house for sale,850000.0,vente,NA
7984,https://www.zoopla.co.uk//for-sale/details/54008908?search_identifier=deac6f9206c15779a662370da0a54810,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=80,3 bed flat for sale,850000.0,vente,NA
6537,https://www.zoopla.co.uk//for-sale/details/54043696?search_identifier=fb6d1e772d68bffb98839d55e6a6a60e,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=66,4 bed semi-detached house for sale,850000.0,vente,NA
9913,https://www.zoopla.co.uk//for-sale/details/53966246?search_identifier=0650b4e1c619fcf5b85dd66fbc73cdce,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=100,2 bed flat for sale,850000.0,vente,NA
136,https://www.zoopla.co.uk//for-sale/details/54169170?search_identifier=da4a7aa09a3e8961feb0847e3012d9d8,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=2,5 bed semi-detached house for sale,850000.0,vente,NA
7168,https://www.zoopla.co.uk//for-sale/details/54027182?search_identifier=3559a321ded243157189dcbe56388e71,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=72,1 bed flat for sale,850000.0,vente,NA
3196,https://www.zoopla.co.uk//new-homes/details/54110989?search_identifier=e0ee2bc9f7f06ac362fecc655241c48c,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=32,2 bed flat for sale,850000.0,vente,NA
1553,https://www.zoopla.co.uk//for-sale/details/54144067?search_identifier=741597e526e0bc932b16b74bb1c9f5e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=16,3 bed flat for sale,850000.0,vente,NA
8015,https://www.zoopla.co.uk//for-sale/details/54007244?search_identifier=132b4598d0b57ae63192f58eaf908d28,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=81,4 bed town house for sale,850000.0,vente,NA
9070,https://www.zoopla.co.uk//new-homes/details/53985780?search_identifier=89032ca41787a980b71dc0421fe84f6e,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=91,1 bed flat for sale,850000.0,vente,NA
1555,https://www.zoopla.co.uk//for-sale/details/54144039?search_identifier=741597e526e0bc932b16b74bb1c9f5e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=16,4 bed property for sale,850000.0,vente,NA
1768,https://www.zoopla.co.uk//for-sale/details/47385093?search_identifier=c8eff9ff1a3aecce5a182c764ac10624,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=18,4 bed property for sale,850000.0,vente,NA
3324,https://www.zoopla.co.uk//for-sale/details/54108600?search_identifier=fa66bf652959bd95b74ac0d613701526,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=34,4 bed terraced house for sale,850000.0,vente,NA
1771,https://www.zoopla.co.uk//for-sale/details/54140232?search_identifier=c8eff9ff1a3aecce5a182c764ac10624,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=18,6 bed detached house for sale,850000.0,vente,NA
6097,https://www.zoopla.co.uk//for-sale/details/54051758?search_identifier=4876615b882bf2091218b8a36db316a9,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=61,2 bed flat for sale,850000.0,vente,NA
1537,https://www.zoopla.co.uk//for-sale/details/54144169?search_identifier=741597e526e0bc932b16b74bb1c9f5e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=16,2 bed flat for sale,850000.0,vente,NA
8012,https://www.zoopla.co.uk//for-sale/details/54007365?search_identifier=132b4598d0b57ae63192f58eaf908d28,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=81,3 bed flat for sale,850000.0,vente,NA
9794,https://www.zoopla.co.uk//for-sale/details/53969621?search_identifier=8fbaba4bb000c1682feb6a45a150501f,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=98,3 bed flat for sale,850000.0,vente,NA
44,https://www.zoopla.co.uk//for-sale/details/54171263?search_identifier=e431d2b21f8c113b686bf52a8d653f6a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0,2 bed flat for sale,850000.0,vente,NA
1253,https://www.zoopla.co.uk//for-sale/details/54149631?search_identifier=e8a31cfb56cfc8829bdea22a56efac86,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=13,3 bed end terrace house for sale,850000.0,vente,NA
1328,https://www.zoopla.co.uk//for-sale/details/54148475?search_identifier=3cfe3f584c71cef3e322c075eb10e2e9,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=14,2 bed flat for sale,850000.0,vente,NA
2378,https://www.zoopla.co.uk//for-sale/details/52127606?search_identifier=3db859b17f7188303fb67108baf9eeb7,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=24,3 bed detached house for sale,850000.0,vente,NA
952,https://www.zoopla.co.uk//for-sale/details/54155129?search_identifier=40eb412b77e323cbd846caf27f840b62,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=10,4 bed terraced house for sale,850000.0,vente,NA
938,https://www.zoopla.co.uk//for-sale/details/54155344?search_identifier=40eb412b77e323cbd846caf27f840b62,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=10,6 bed semi-detached house for sale,850000.0,vente,NA
2432,https://www.zoopla.co.uk//for-sale/details/54125872?search_identifier=bd268dfed7c29988402539b9a6ce422b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=25,2 bed flat for sale,850000.0,vente,NA
3755,https://www.zoopla.co.uk//for-sale/details/54101682?search_identifier=126ebb161c184d66f0c85a917d8aca4b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=38,2 bed flat for sale,850000.0,vente,NA
582,https://www.zoopla.co.uk//for-sale/details/54162499?search_identifier=c4c4522d09a4180e525e6a6b5efe62e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=6,2 bed flat for sale,850000.0,vente,NA
4273,https://www.zoopla.co.uk//for-sale/details/54092169?search_identifier=4a383953bb5d5f63baf930d0fea37709,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=43,3 bed semi-detached house for sale,850000.0,vente,NA
3753,https://www.zoopla.co.uk//new-homes/details/54101687?search_identifier=126ebb161c184d66f0c85a917d8aca4b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=38,2 bed flat for sale,850000.0,vente,NA
6380,https://www.zoopla.co.uk//for-sale/details/54046373?search_identifier=f490103197de394e17cb927473b3767d,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=64,4 bed detached house for sale,850000.0,vente,NA
2715,https://www.zoopla.co.uk//for-sale/details/54120468?search_identifier=aead6369aaf688945fcc6ca2557d2b20,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=28,3 bed terraced house for sale,850000.0,vente,NA
8501,https://www.zoopla.co.uk//for-sale/details/53997573?search_identifier=5f35bcae69a3ad3db52097326a52c397,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=86,3 bed flat for sale,850000.0,vente,NA
884,https://www.zoopla.co.uk//for-sale/details/54157058?search_identifier=53e48c5723f36dcf12d90e69a71ff408,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=9,2 bed flat for sale,850000.0,vente,NA
7345,https://www.zoopla.co.uk//for-sale/details/54022560?search_identifier=97e36b806aa3f20afb0da2980d035075,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=74,4 bed semi-detached house for sale,850000.0,vente,NA
2502,https://www.zoopla.co.uk//for-sale/details/54124762?search_identifier=c7f699d8dc072d33fa2bb65cbe563ec6,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=26,2 bed flat for sale,850000.0,vente,NA
7684,https://www.zoopla.co.uk//for-sale/details/54015798?search_identifier=90c7d4111554be06a8cc1d4a52a2a993,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=77,2 bed flat for sale,850000.0,vente,NA
4970,https://www.zoopla.co.uk//for-sale/details/54076999?search_identifier=238a937a86f4d76a7dc6f3df0d7bb5a0,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=50,4 bed semi-detached house for sale,850000.0,vente,NA
5301,https://www.zoopla.co.uk//for-sale/details/54071101?search_identifier=c410247bdd38ccbe0830fbc10e9adda2,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=54,2 bed flat for sale,850000.0,vente,NA
3731,https://www.zoopla.co.uk//for-sale/details/49224466?search_identifier=126ebb161c184d66f0c85a917d8aca4b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=38,4 bed detached house for sale,850000.0,vente,NA
4305,https://www.zoopla.co.uk//for-sale/details/54091637?search_identifier=c896488009676d2754e19f5d80e08912,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=44,3 bed flat for sale,850000.0,vente,NA
3726,https://www.zoopla.co.uk//for-sale/details/54101986?search_identifier=126ebb161c184d66f0c85a917d8aca4b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=38,2 bed flat for sale,850000.0,vente,NA
5949,https://www.zoopla.co.uk//for-sale/details/54056281?search_identifier=9c41cec468fb72b3675f3898119552c5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=60,4 bed detached house for sale,850000.0,vente,NA
2586,https://www.zoopla.co.uk//for-sale/details/54122403?search_identifier=c7f699d8dc072d33fa2bb65cbe563ec6,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=26,4 bed terraced house for sale,850000.0,vente,NA
7329,https://www.zoopla.co.uk//for-sale/details/54023180?search_identifier=97e36b806aa3f20afb0da2980d035075,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=74,3 bed flat for sale,850000.0,vente,NA
8406,https://www.zoopla.co.uk//for-sale/details/54000510?search_identifier=b2922a150ccef682e4c96f0219cdcb5b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=85,2 bed flat for sale,850000.0,vente,NA
7735,https://www.zoopla.co.uk//for-sale/details/54015205?search_identifier=ab3619dd29cee0ad1e842a39f75fb611,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=78,5 bed semi-detached house for sale,850000.0,vente,NA
5005,https://www.zoopla.co.uk//for-sale/details/54076612?search_identifier=8d486b349d09e5cfcca8acc0f690c3c0,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=51,2 bed flat for sale,850000.0,vente,NA
4986,https://www.zoopla.co.uk//for-sale/details/54076819?search_identifier=238a937a86f4d76a7dc6f3df0d7bb5a0,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=50,4 bed detached house for sale,850000.0,vente,NA
7739,https://www.zoopla.co.uk//for-sale/details/54015166?search_identifier=ab3619dd29cee0ad1e842a39f75fb611,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=78,4 bed terraced house for sale,850000.0,vente,NA
8430,https://www.zoopla.co.uk//for-sale/details/54000148?search_identifier=b2922a150ccef682e4c96f0219cdcb5b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=85,3 bed detached house for sale,850000.0,vente,NA
2624,https://www.zoopla.co.uk//for-sale/details/54121909?search_identifier=b2405fab13ec430939762f5907ff3366,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=27,1 bed flat for sale,850000.0,vente,NA
4722,https://www.zoopla.co.uk//for-sale/details/54080599?search_identifier=cddf4390077aadc405d46f0373930128,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=48,3 bed flat for sale,850000.0,vente,NA
384,https://www.zoopla.co.uk//new-homes/details/54165825?search_identifier=3ffddd95675a599ff5ad36a8a9913c84,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=4,3 bed flat for sale,850000.0,vente,NA
5228,https://www.zoopla.co.uk//new-homes/details/54073008?search_identifier=0f8d38b7510155545dba4f8a3ff32365,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=53,3 bed flat for sale,850000.0,vente,NA
5678,https://www.zoopla.co.uk//for-sale/details/54064183?search_identifier=a1c48676b0bfa0cd1b3eb1e8b018ffdd,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=57,2 bed flat for sale,850000.0,vente,NA
5762,https://www.zoopla.co.uk//for-sale/details/54063084?search_identifier=20d287dba7a84f2a5f13a696af814b1a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=58,3 bed detached house for sale,850000.0,vente,NA
9196,https://www.zoopla.co.uk//new-homes/details/53981359?search_identifier=fa9bb80b9e735581213c71171a2eb876,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=92,1 bed flat for sale,850000.0,vente,NA
9548,https://www.zoopla.co.uk//for-sale/details/53974027?search_identifier=a5656084126786453cab24bdb8eed128,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=96,3 bed flat for sale,850000.0,vente,NA
4148,https://www.zoopla.co.uk//for-sale/details/54094205?search_identifier=0c7007bf60077d229b892565fe7c0df3,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=42,2 bed flat for sale,850000.0,vente,NA
7845,https://www.zoopla.co.uk//for-sale/details/54010904?search_identifier=b2cba6063ea22c7a60103115a1c89a1e,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=79,2 bed flat for sale,850000.0,vente,NA
9279,https://www.zoopla.co.uk//for-sale/details/53979005?search_identifier=44f691af584fc0a76e5ac29f3de0057f,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=93,2 bed flat for sale,850000.0,vente,NA
9281,https://www.zoopla.co.uk//for-sale/details/53978936?search_identifier=44f691af584fc0a76e5ac29f3de0057f,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=93,2 bed maisonette for sale,850000.0,vente,NA
2141,https://www.zoopla.co.uk//for-sale/details/54135537?search_identifier=485f3d09a6279ecdebd5fa1f71aab668,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=22,2 bed flat for sale,850000.0,vente,NA
963,https://www.zoopla.co.uk//for-sale/details/54154923?search_identifier=40eb412b77e323cbd846caf27f840b62,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=10,4 bed semi-detached house for sale,850000.0,vente,NA
4686,https://www.zoopla.co.uk//for-sale/details/54081191?search_identifier=572b0c58279461dfb83c64c7bb4df3f5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=47,5 bed detached house for sale,850000.0,vente,NA
3533,https://www.zoopla.co.uk//for-sale/details/54104953?search_identifier=4ca3ac5f42f9829a770bdf952ab50893,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=36,4 bed semi-detached house for sale,850000.0,vente,NA
9170,https://www.zoopla.co.uk//for-sale/details/53007378?search_identifier=fa9bb80b9e735581213c71171a2eb876,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=92,5 bed semi-detached house for sale,850000.0,vente,NA
4136,https://www.zoopla.co.uk//new-homes/details/54094407?search_identifier=0c7007bf60077d229b892565fe7c0df3,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=42,2 bed flat for sale,850000.0,vente,NA
6048,https://www.zoopla.co.uk//for-sale/details/54053009?search_identifier=4876615b882bf2091218b8a36db316a9,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=61,5 bed semi-detached house for sale,850000.0,vente,autre
3617,https://www.zoopla.co.uk//for-sale/details/54103513?search_identifier=e2ef349b8061d18709a6a85a84a6f39c,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=37,4 bed semi-detached house for sale,850000.0,vente,NA
9700,https://www.zoopla.co.uk//for-sale/details/53970877?search_identifier=8fbaba4bb000c1682feb6a45a150501f,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=98,2 bed flat for sale,850000.0,vente,NA
3530,https://www.zoopla.co.uk//for-sale/details/54105031?search_identifier=4ca3ac5f42f9829a770bdf952ab50893,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=36,3 bed flat for sale,850000.0,vente,NA
494,https://www.zoopla.co.uk//new-homes/details/54164477?search_identifier=4b04934ec25d0fa93e83ae8b9deb67ef,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=5,2 bed flat for sale,850000.0,vente,NA
9693,https://www.zoopla.co.uk//for-sale/details/53971019?search_identifier=caef4a319a7642559fc5e78f9d4c4e3f,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=97,4 bed town house for sale,850000.0,vente,NA
